studio,course,attendance list,waiting list,instructor,date,maxnr
Studio B,Di 17:30,"[""member_0374"",""member_0406"",""member_0295"",""member_0467"",""member_0351""]",[],Instructor D,2021-10-05T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0232"",""member_0295"",""member_0243"",""member_0465"",""member_0150"",""member_0210"",""member_0323""]",[],Instructor D,2021-10-12T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0425"",""member_0351"",""member_0443"",""member_0139""]",[],Instructor D,2021-10-26T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0074"",""member_0228"",""member_0442"",""member_0295"",""member_0430""]",[],Instructor D,2021-11-02T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0463"",""member_0465"",""member_0160"",""member_0073""]",[],Instructor D,2021-11-09T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0442"",""member_0145"",""member_0493"",""member_0150"",""member_0003"",""member_0090"",""member_0325"",""member_0295""]","[{""ID"":""member_0323"",""email"":""member-0323@synthetic.invalid"",""name"":""Synthetic Member 0323""}]",Instructor D,2021-11-16T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0232"",""member_0440"",""member_0442""]",[],Instructor D,2021-11-23T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0090"",""member_0132"",""member_0295"",""member_0323"",""member_0278"",""member_0170"",""member_0240"",""member_0154"",""member_0083"",""member_0203"",""member_0232""]","[{""ID"":""member_0442"",""email"":""member-0442@synthetic.invalid"",""name"":""Synthetic Member 0442""}]",Instructor D,2021-11-30T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0323"",""member_0232"",""member_0292""]",[],Instructor D,2021-12-14T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0402"",""member_0172"",""member_0139"",""member_0493""]",[],Instructor D,2021-12-21T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0090"",""member_0351"",""member_0361"",""member_0073""]",[],Instructor D,2021-12-28T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0042"",""member_0157"",""member_0361""]",[],Instructor D,2022-01-04T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0402"",""member_0465"",""member_0351"",""member_0039"",""member_0150"",""member_0172""]",[],Instructor D,2022-01-11T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0363"",""member_0323"",""member_0430""]",[],Instructor D,2022-01-18T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0228"",""member_0005"",""member_0465""]",[],Instructor D,2022-01-25T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0066"",""member_0351"",""member_0178"",""member_0298"",""member_0172""]",[],Instructor D,2022-02-01T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0409"",""member_0114""]",[],Instructor D,2022-02-08T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0228"",""member_0039"",""member_0255"",""member_0172"",""member_0323"",""member_0157""]",[],Instructor D,2022-02-15T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0338"",""member_0083"",""member_0139"",""member_0442""]",[],Instructor D,2022-02-22T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0170"",""member_0361"",""member_0493"",""member_0295"",""member_0037"",""member_0232""]",[],Instructor D,2022-03-01T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0293"",""member_0430"",""member_0177"",""member_0323"",""member_0255"",""member_0324"",""member_0347""]",[],Instructor D,2022-03-08T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0323"",""member_0438"",""member_0409"",""member_0457"",""member_0013""]",[],Instructor D,2022-03-15T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0228"",""member_0093"",""member_0083""]",[],Instructor D,2022-03-22T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0305"",""member_0340"",""member_0139"",""member_0157"",""member_0337"",""member_0493""]",[],Instructor D,2022-03-29T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0172"",""member_0228"",""member_0154"",""member_0243"",""member_0397"",""member_0091"",""member_0351"",""member_0323"",""member_0402""]",[],Instructor D,2022-04-12T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0091"",""member_0467"",""member_0013"",""member_0203""]",[],Instructor D,2022-04-19T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0402"",""member_0351"",""member_0203"",""member_0442"",""member_0397""]",[],Instructor D,2022-04-26T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0438"",""member_0259"",""member_0013"",""member_0322"",""member_0008""]",[],Instructor D,2022-05-03T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0430"",""member_0425"",""member_0295"",""member_0305"",""member_0172"",""member_0227""]",[],Instructor D,2022-05-10T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0302"",""member_0323"",""member_0459"",""member_0442""]",[],Instructor D,2022-05-17T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0459"",""member_0232"",""member_0402"",""member_0066""]",[],Instructor D,2022-05-24T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0199"",""member_0428"",""member_0351"",""member_0005"",""member_0361"",""member_0442""]",[],Instructor D,2022-05-31T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0150"",""member_0172"",""member_0154"",""member_0442"",""member_0323""]",[],Instructor D,2022-06-07T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0484"",""member_0145"",""member_0011"",""member_0295"",""member_0005"",""member_0408"",""member_0442"",""member_0327"",""member_0465""]",[],Instructor D,2022-06-14T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0261"",""member_0267"",""member_0295""]",[],Instructor D,2022-06-21T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0012"",""member_0323"",""member_0484"",""member_0100"",""member_0409"",""member_0091""]",[],Instructor D,2022-06-28T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0484"",""member_0408"",""member_0042""]",[],Instructor D,2022-07-05T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0484"",""member_0172"",""member_0293"",""member_0323""]",[],Instructor D,2022-07-12T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0030"",""member_0323"",""member_0325"",""member_0563"",""member_0172""]",[],Instructor D,2022-07-19T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0351"",""member_0194"",""member_0323"",""member_0288"",""member_0297"",""member_0154"",""member_0361"",""member_0108""]",[],Instructor D,2022-07-26T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0004"",""member_0103"",""member_0619""]",[],Instructor D,2022-08-02T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0361"",""member_0154"",""member_0685""]",[],Instructor D,2022-08-09T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0041"",""member_0425"",""member_0351"",""member_0187"",""member_0477"",""member_0344"",""member_0172""]",[],Instructor D,2022-08-16T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0293"",""member_0227"",""member_0197"",""member_0685"",""member_0110"",""member_0484"",""member_0172"",""member_0464""]",[],Instructor D,2022-08-23T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0232""]",[],Instructor D,2022-08-30T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0030"",""member_0167"",""member_0459"",""member_0008"",""member_0406"",""member_0172"",""member_0154"",""member_0351"",""member_0067"",""member_0091"",""member_0361""]","[{""ID"":""member_0227"",""email"":""member-0227@synthetic.invalid"",""name"":""Synthetic Member 0227""}]",Instructor D,2022-09-06T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0154"",""member_0172"",""member_0484"",""member_0619""]",[],Instructor D,2022-09-13T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0262"",""member_0636"",""member_0351"",""member_0289"",""member_0480"",""member_0119"",""member_0097"",""member_0228"",""member_0297""]",[],Instructor D,2022-09-20T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0187"",""member_0351"",""member_0402"",""member_0297"",""member_0636"",""member_0425"",""member_0563""]",[],Instructor D,2022-09-27T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0091"",""member_0097"",""member_0452"",""member_0167""]",[],Instructor D,2022-10-04T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0203"",""member_0430"",""member_0259"",""member_0172"",""member_0062"",""member_0167""]",[],Instructor D,2022-10-11T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0172"",""member_0239"",""member_0091"",""member_0114"",""member_0449"",""member_0293""]",[],Instructor D,2022-10-18T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0227"",""member_0430"",""member_0361"",""member_0551"",""member_0344"",""member_0148"",""member_0167"",""member_0563"",""member_0192""]",[],Instructor D,2022-10-25T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0011"",""member_0625"",""member_0275"",""member_0097"",""member_0430""]",[],Instructor D,2022-11-01T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0632"",""member_0323"",""member_0243"",""member_0097"",""member_0172"",""member_0402""]",[],Instructor D,2022-11-08T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0484"",""member_0351"",""member_0293"",""member_0172"",""member_0632""]",[],Instructor D,2022-11-15T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351""]",[],Instructor D,2022-11-22T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0293"",""member_0150"",""member_0232"",""member_0162"",""member_0351"",""member_0187""]",[],Instructor D,2022-12-06T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0465"",""member_0172"",""member_0232"",""member_0342""]",[],Instructor D,2022-12-13T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0302"",""member_0351"",""member_0563""]",[],Instructor D,2022-12-20T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0652"",""member_0057""]",[],Instructor D,2022-12-27T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0013"",""member_0172"",""member_0211"",""member_0464"",""member_0232""]",[],Instructor D,2023-01-03T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0359"",""member_0361"",""member_0380"",""member_0178""]",[],Instructor D,2023-01-10T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0619"",""member_0240""]",[],Instructor D,2023-01-17T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0600"",""member_0430"",""member_0162"",""member_0114""]",[],Instructor D,2023-01-24T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0577"",""member_0534""]",[],Instructor D,2023-01-31T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0134"",""member_0167"",""member_0042""]",[],Instructor D,2023-02-07T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0636"",""member_0091""]",[],Instructor D,2023-02-14T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0232"",""member_0323"",""member_0553"",""member_0167"",""member_0008"",""member_0347"",""member_0162"",""member_0239""]",[],Instructor D,2023-02-21T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0227"",""member_0636"",""member_0577"",""member_0351"",""member_0280"",""member_0072"",""member_0465""]",[],Instructor D,2023-02-28T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0042"",""member_0216"",""member_0361"",""member_0685"",""member_0203""]",[],Instructor D,2023-03-07T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0522"",""member_0323"",""member_0351"",""member_0413"",""member_0551"",""member_0636"",""member_0232""]",[],Instructor D,2023-03-14T16:30:00.000Z,12
Studio B,Di 17:30,[],[],Instructor D,2023-03-21T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0619"",""member_0323"",""member_0465"",""member_0571""]",[],Instructor D,2023-03-28T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0150"",""member_0563"",""member_0091"",""member_0057"",""member_0474""]",[],Instructor D,2023-04-11T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0323"",""member_0605"",""member_0456"",""member_0545"",""member_0351"",""member_0057"",""member_0342"",""member_0091""]",[],Instructor D,2023-04-18T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0049"",""member_0154"",""member_0054"",""member_0290"",""member_0436""]",[],Instructor D,2023-04-25T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0227"",""member_0162"",""member_0511"",""member_0425"",""member_0103"",""member_0287"",""member_0302"",""member_0322""]",[],Instructor D,2023-05-02T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0599"",""member_0632"",""member_0351""]",[],Instructor D,2023-05-23T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0632"",""member_0286""]",[],Instructor D,2023-05-30T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0460"",""member_0042"",""member_0323"",""member_0218"",""member_0695"",""member_0465"",""member_0351""]",[],Instructor D,2023-06-06T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0611"",""member_0289""]",[],Instructor D,2023-06-13T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0563""]",[],Instructor D,2023-06-20T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0383"",""member_0167"",""member_0247"",""member_0575"",""member_0304"",""member_0323""]",[],Instructor D,2023-06-27T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0037"",""member_0002"",""member_0611"",""member_0456"",""member_0351"",""member_0361"",""member_0325"",""member_0150""]",[],Instructor D,2023-07-11T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0632"",""member_0351""]",[],Instructor D,2023-07-18T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0563"",""member_0572"",""member_0313"",""member_0187"",""member_0616"",""member_0380"",""member_0666"",""member_0675""]",[],Instructor D,2023-07-25T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0681"",""member_0351"",""member_0167"",""member_0687""]",[],Instructor D,2023-08-01T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0290"",""member_0150""]",[],Instructor D,2023-08-15T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0511"",""member_0351"",""member_0232"",""member_0538"",""member_0323"",""member_0182""]",[],Instructor D,2023-08-22T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0600"",""member_0167"",""member_0091"",""member_0227"",""member_0502"",""member_0351""]",[],Instructor D,2023-08-29T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0584"",""member_0351""]",[],Instructor D,2023-09-05T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0511"",""member_0630"",""member_0243"",""member_0182"",""member_0057"",""member_0563"",""member_0313""]",[],Instructor D,2023-09-12T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0049"",""member_0611"",""member_0072""]",[],Instructor D,2023-09-19T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0476"",""member_0111"",""member_0288"",""member_0679""]",[],Instructor D,2023-09-26T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0583"",""member_0636"",""member_0611"",""member_0383"",""member_0351""]",[],Instructor D,2023-10-03T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0167"",""member_0583"",""member_0572"",""member_0436"",""member_0543""]",[],Instructor D,2023-10-10T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0675"",""member_0322""]",[],Instructor D,2023-10-17T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0344"",""member_0583"",""member_0554"",""member_0150"",""member_0114"",""member_0122"",""member_0146""]",[],Instructor D,2023-10-24T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0583"",""member_0331"",""member_0097"",""member_0589"",""member_0014"",""member_0272"",""member_0232"",""member_0476"",""member_0312"",""member_0245"",""member_0351""]","[{""ID"":""member_0126"",""email"":""member-0126@synthetic.invalid"",""name"":""Synthetic Member 0126""},{""ID"":""member_0502"",""email"":""member-0502@synthetic.invalid"",""name"":""Synthetic Member 0502""}]",Instructor D,2023-10-31T16:30:00.000Z,12
Studio B,Di 17:30,[],[],Instructor D,2023-11-07T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0239"",""member_0583"",""member_0167"",""member_0516"",""member_0255""]",[],Instructor D,2023-11-14T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0638"",""member_0675""]",[],Instructor D,2023-11-21T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0255"",""member_0456"",""member_0583"",""member_0476""]",[],Instructor D,2023-11-28T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0456"",""member_0393"",""member_0700"",""member_0551"",""member_0232""]",[],Instructor D,2023-12-05T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0472"",""member_0676"",""member_0243"",""member_0583""]",[],Instructor D,2023-12-12T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0192"",""member_0605"",""member_0583"",""member_0664"",""member_0365"",""member_0460"",""member_0008""]",[],Instructor D,2023-12-19T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0054"",""member_0057"",""member_0559"",""member_0247"",""member_0122""]",[],Instructor D,2024-01-02T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0534"",""member_0262"",""member_0351"",""member_0606"",""member_0085""]",[],Instructor D,2024-01-09T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0260"",""member_0196"",""member_0167"",""member_0312""]",[],Instructor D,2024-01-16T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0545"",""member_0054"",""member_0566"",""member_0312"",""member_0611"",""member_0583"",""member_0604""]",[],Instructor D,2024-01-23T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0150"",""member_0583""]",[],Instructor D,2024-01-30T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0620"",""member_0400"",""member_0497"",""member_0700"",""member_0167"",""member_0357""]",[],Instructor D,2024-02-06T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0675"",""member_0598"",""member_0679"",""member_0480""]",[],Instructor D,2024-02-13T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0575"",""member_0554"",""member_0687"",""member_0583"",""member_0632"",""member_0497"",""member_0057"",""member_0563"",""member_0323""]",[],Instructor D,2024-02-20T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0331"",""member_0598"",""member_0351"",""member_0065"",""member_0167"",""member_0525""]",[],Instructor D,2024-02-27T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0057"",""member_0214"",""member_0393""]",[],Instructor D,2024-03-05T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0606"",""member_0351""]",[],Instructor D,2024-03-12T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0635"",""member_0632"",""member_0361"",""member_0393"",""member_0563"",""member_0583"",""member_0351"",""member_0218"",""member_0571"",""member_0323""]","[{""ID"":""member_0535"",""email"":""member-0535@synthetic.invalid"",""name"":""Synthetic Member 0535""}]",Instructor D,2024-03-19T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0054""]",[],Instructor D,2024-03-26T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0206"",""member_0634"",""member_0552"",""member_0583"",""member_0600"",""member_0630""]",[],Instructor D,2024-04-02T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0537"",""member_0530"",""member_0218"",""member_0059"",""member_0497""]",[],Instructor D,2024-04-09T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0636"",""member_0618"",""member_0583"",""member_0351"",""member_0690"",""member_0270"",""member_0167"",""member_0218""]",[],Instructor D,2024-04-16T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0232"",""member_0630""]",[],Instructor D,2024-04-23T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0509"",""member_0583"",""member_0351"",""member_0606"",""member_0534"",""member_0206""]",[],Instructor D,2024-04-30T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0508"",""member_0580"",""member_0057"",""member_0472"",""member_0700"",""member_0583"",""member_0167"",""member_0206"",""member_0679"",""member_0351"",""member_0347"",""member_0013""]","[{""ID"":""member_0116"",""email"":""member-0116@synthetic.invalid"",""name"":""Synthetic Member 0116""},{""ID"":""member_0277"",""email"":""member-0277@synthetic.invalid"",""name"":""Synthetic Member 0277""}]",Instructor D,2024-05-07T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0530"",""member_0321"",""member_0583"",""member_0563"",""member_0393"",""member_0206""]",[],Instructor D,2024-05-14T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0583"",""member_0393"",""member_0580"",""member_0214"",""member_0654"",""member_0116"",""member_0167"",""member_0425"",""member_0065""]",[],Instructor D,2024-05-21T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0167"",""member_0583"",""member_0552"",""member_0329""]",[],Instructor D,2024-05-28T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0497"",""member_0575"",""member_0223"",""member_0419"",""member_0508"",""member_0360"",""member_0583"",""member_0538"",""member_0534""]","[{""ID"":""member_0167"",""email"":""member-0167@synthetic.invalid"",""name"":""Synthetic Member 0167""}]",Instructor D,2024-06-04T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0048"",""member_0497""]",[],Instructor D,2024-06-11T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0497"",""member_0679"",""member_0167"",""member_0054"",""member_0583"",""member_0611"",""member_0548"",""member_0018""]",[],Instructor D,2024-06-18T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0255"",""member_0206"",""member_0552"",""member_0553"",""member_0520""]",[],Instructor D,2024-06-25T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0254"",""member_0038"",""member_0583"",""member_0167"",""member_0163""]",[],Instructor D,2024-07-02T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0126""]",[],Instructor D,2024-07-09T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0625"",""member_0665"",""member_0693"",""member_0223"",""member_0167"",""member_0109"",""member_0600""]",[],Instructor D,2024-07-16T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0364"",""member_0351"",""member_0575"",""member_0683"",""member_0544""]",[],Instructor D,2024-07-23T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0167"",""member_0497""]",[],Instructor D,2024-07-30T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0616"",""member_0502""]",[],Instructor D,2024-08-06T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0351"",""member_0667"",""member_0205"",""member_0128"",""member_0625""]",[],Instructor D,2024-08-13T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0520"",""member_0665"",""member_0575"",""member_0502""]",[],Instructor D,2024-08-20T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0472"",""member_0314"",""member_0583"",""member_0524"",""member_0609"",""member_0192"",""member_0501""]",[],Instructor D,2024-08-27T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0590"",""member_0583"",""member_0314"",""member_0419"",""member_0488""]",[],Instructor D,2024-09-03T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0620"",""member_0589"",""member_0697"",""member_0476"",""member_0687"",""member_0535"",""member_0393""]",[],Instructor D,2024-09-10T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0498"",""member_0574"",""member_0700"",""member_0687"",""member_0583"",""member_0531""]",[],Instructor D,2024-09-17T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0542"",""member_0535"",""member_0496"",""member_0524"",""member_0698"",""member_0611"",""member_0478"",""member_0419"",""member_0333"",""member_0580""]","[{""ID"":""member_0583"",""email"":""member-0583@synthetic.invalid"",""name"":""Synthetic Member 0583""},{""ID"":""member_0207"",""email"":""member-0207@synthetic.invalid"",""name"":""Synthetic Member 0207""},{""ID"":""member_0502"",""email"":""member-0502@synthetic.invalid"",""name"":""Synthetic Member 0502""}]",Instructor D,2024-09-24T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0300"",""member_0675"",""member_0476"",""member_0575"",""member_0393""]",[],Instructor D,2024-10-01T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0206"",""member_0218""]",[],Instructor D,2024-10-15T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0619"",""member_0632"",""member_0314"",""member_0393"",""member_0218"",""member_0497"",""member_0630"",""member_0575"",""member_0510""]",[],Instructor D,2024-10-22T15:30:00.000Z,12
Studio B,Di 17:30,"[""member_0017"",""member_0206"",""member_0576"",""member_0502"",""member_0563"",""member_0520"",""member_0532"",""member_0604"",""member_0698"",""member_0620""]",[],Instructor D,2024-10-29T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0611"",""member_0258"",""member_0700"",""member_0149"",""member_0505""]",[],Instructor D,2024-11-05T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0530"",""member_0361"",""member_0608""]",[],Instructor D,2024-11-12T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0583"",""member_0149"",""member_0393""]",[],Instructor D,2024-11-19T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0700"",""member_0645"",""member_0616"",""member_0499"",""member_0563"",""member_0224""]",[],Instructor D,2024-11-26T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0502"",""member_0600"",""member_0611"",""member_0206""]",[],Instructor D,2024-12-03T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0582"",""member_0583"",""member_0529"",""member_0361""]",[],Instructor D,2024-12-10T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0616"",""member_0604"",""member_0689"",""member_0149"",""member_0638"",""member_0583""]",[],Instructor D,2024-12-17T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0542"",""member_0497"",""member_0419""]",[],Instructor D,2024-12-24T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0502"",""member_0645""]",[],Instructor D,2024-12-31T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0593"",""member_0630"",""member_0498""]",[],Instructor D,2025-01-07T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0542"",""member_0532"",""member_0419""]",[],Instructor D,2025-01-14T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0114"",""member_0501"",""member_0532"",""member_0697""]",[],Instructor D,2025-01-28T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0419"",""member_0689"",""member_0583"",""member_0535"",""member_0497""]",[],Instructor D,2025-02-04T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0616"",""member_0542"",""member_0500"",""member_0501"",""member_0601"",""member_0502"",""member_0575"",""member_0654"",""member_0603"",""member_0583"",""member_0645""]",[],Instructor D,2025-02-11T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0149"",""member_0511"",""member_0611"",""member_0583"",""member_0589""]",[],Instructor D,2025-02-18T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0616"",""member_0687""]",[],Instructor D,2025-02-25T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0526"",""member_0503"",""member_0689"",""member_0700"",""member_0583""]",[],Instructor D,2025-03-04T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0536"",""member_0663"",""member_0616"",""member_0538"",""member_0583""]",[],Instructor D,2025-03-11T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0632"",""member_0497"",""member_0634"",""member_0563""]",[],Instructor D,2025-03-18T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0638"",""member_0583"",""member_0616"",""member_0502"",""member_0497"",""member_0589"",""member_0632"",""member_0526"",""member_0610""]",[],Instructor D,2025-03-25T16:30:00.000Z,12
Studio B,Di 17:30,"[""member_0625"",""member_0620"",""member_0524""]",[],Instructor D,2025-04-01T15:30:00.000Z,12
